tweet;clean_tweet;sentiment_svm;sentiment_smote
"@Suryo____ Halo! Berdasarkan data di X pencapaian Presiden Prabowo meliputi: - Ekonomi tumbuh 5 1-5 4% (2025) target 8% didukung konsumsi &amp; ekspor. - Sukses kelola mudik Lebaran 2025 lalu lintas lancar &amp; kecelakaan turun. - Program sosial: makan gratis siswa &amp; sertifikasi SDM.";halo berdasarkan data x pencapaian presiden prabowo meliputi ekonomi tumbuh target didukung konsumsi amp ekspor sukses kelola mudik lebaran lalu lintas lancar amp kecelakaan turun program sosial makan gratis siswa amp sertifikasi sdm;positif;positif
Makan Siang Gratis di Nabire Tiga Tempat di Nabire Siap Dijadikan Dagur https://t.co/zQDFV0j7Uy ..;makan siang gratis nabire tiga tempat nabire siap dijadikan dagur;netral;netral
Efisien tuh evaluasi mbg kocak bukan ganti pemilu langsung jadi via dprd;efisien tuh evaluasi mbg kocak bukan ganti pemilu langsung via dprd;negatif;negatif
Nalla vela ivanunga namma company ku irukkanunga https://t.co/GrVCuyExCo;nalla vela ivanunga namma company ku irukkanunga;netral;netral
Define Makan siang gratis ;define makan siang gratis;netral;netral
pendidikan dan kesehatan kalah prioritas sama makan gratis udah gitu 3 prioritas utamanya pertahanan/ketahanan . bro memanage negara dengan filosofi catenaccio ;pendidikan kesehatan kalah prioritas sama makan gratis udah gitu prioritas utamanya pertahananketahanan bro memanage negara filosofi catenaccio;negatif;negatif
Program Makan Bergizi Gratis Diapresiasi Presiden Direktur World Economic Forum #Prabowo #100HariKerjaNyata #MakanBergiziGratis https://t.co/1XYXNRjgVP;program makan bergizi gratis diapresiasi presiden direktur world economic forum;netral;netral
Polrestabes Palembang Berbagi Makan Siang Gratis Melalui Polsek SU I https://t.co/zth23xNqQs;polrestabes palembang berbagi makan siang gratis melalui polsek su i;positif;positif
Gegara MBG lembur malah susah tidur-_-;gegara mbg lembur malah susah tidur;negatif;negatif
gue ga bilang program makan siang gratis itu salah ya tp lucu ga sih kalo denger program inu masuk ke prioritas utama presiden sementara pendidikan dan kesehatan masuk ke program prioritas pendukung wkwk negara kocak;gue ga bilang program makan siang gratis salah ya tp lucu ga sih kalo denger program inu masuk prioritas utama presiden sementara pendidikan kesehatan masuk program prioritas pendukung wkwk negara kocak;negatif;negatif
tuh kan program makan siang gratis tuh pasti ngorbanin hal2 primer.;tuh kan program makan siang gratis tuh pasti ngorbanin hal primer;netral;netral
@persephoneflaws @biggestw1n @tanyarlfes dia aja pas pemilu dirujak netijen sebelah garagara kritik program makan siang gratis;dia aja pas pemilu dirujak netijen sebelah garagara kritik program makan siang gratis;netral;netral
Gausa ditemenin makan tuh mbg https://t.co/02qwO3weCk;gausa ditemenin makan tuh mbg;negatif;negatif
doxing apa? siapa yg doxing? Muka lo? klo lo pernah ikut selca day dan diup sendiri di sosmed mah bkn doxing namanya btw dah dpt makan gratis blm?? bpk presiden tercinta dah baca tweet km blm yg minta adain bpjs anabul??;doxing apa siapa yg doxing muka lo klo lo pernah ikut selca day diup sendiri sosmed mah bkn doxing namanya btw dah dpt makan gratis blm bpk presiden tercinta dah baca tweet km blm yg minta adain bpjs anabul;negatif;negatif
@warnamagen Ada potensi Indonesia maju di bawah Prabowo tapi sulit capai visi ideal tanpa masalah. Target ekonomi 8% dan program sosial seperti makan gratis mendukung pertumbuhan dan kurangi kemiskinan. Infrastruktur dan pengaruh global juga potensial meningkat. Namun kebijakan lingkungan;ada potensi indonesia maju bawah prabowo tapi sulit capai visi ideal tanpa masalah target ekonomi program sosial seperti makan gratis mendukung pertumbuhan kurangi kemiskinan infrastruktur pengaruh global potensial meningkat kebijakan lingkungan;positif;positif
Dengan Program makan siang gratis (MBG) anak-anak bisa lebih fokus belajar di sekolah. Perut kenyang pikiran tenang prestasi pun meningkat. Investasi terbaik untuk masa depan bangsa! #MBGCerdaskanBangsa https://t.co/ZdwWzos510;program makan siang gratis mbg anakanak bisa lebih fokus ajar sekolah perut kenyang pikiran tenang prestasi pun meningkat investasi terbaik masa depan bangsa;positif;positif
dapet makan siang gratis. tapi bukan program prabs https://t.co/YtYvDXxaEj;dapet makan siang gratis tapi bukan program prabs;netral;netral
@dita_septian10 @mardiasih Namanya aja Makan Bergizi Gratis. Kalo nggaada gizinya terus esensinya apa?;namanya aja makan bergizi gratis kalo nggaada gizinya terus esensinya apa;negatif;negatif
L A G I Keracunan MBG di SMA Negeri 4 Kotabumi: Puluhan Siswa Keracunan Orang Tua Panik Puluhan siswa SMA Negeri 4 Kotabumi Lampung Utara dilarikan ke rumah sakit akibat keracunan makanan dari Program Makan Bergizi Gratis yang dibagikan di sekolah. Senin 29 September 2025. https://t.co/OuoHoqKqn0;l a g i keracunan mbg sma negeri kotabumi puluhan siswa keracunan orang tua panik puluhan siswa sma negeri kotabumi lampung utara dilarikan rumah sakit akibat keracunan makan program makan bergizi gratis dibagikan sekolah senin september;negatif;negatif
@wocngravee @1 kalo bahas Velocity gue udah ikutan challenge nya nih phi. phi udah belum? DEG apa betul phi dari dunia anime... kalo iya nitip salam buat Sasuke. kulineran sih bisa makan gratis ngasih komentar tentang makanan. makan makan makan on repeat sambil enjoy slowly life. ;kalo bahas velocity gue udah ikutan challenge nya nih phi phi udah belum deg apa betul phi dunia anime kalo iya nitip salam buat sasuke kulineran sih bisa makan gratis ngasih komentar tentang makan makan makan makan on repeat sambil enjoy slowly life;netral;netral
Pemerintah buktiin kalau program makan gratis bisa berkelas dunia https://t.co/2I6RjqOXCD;pemerintah buktiin kalau program makan gratis bisa berkelas dunia;positif;positif
Program Makan Bergizi Gratis merupakan wujud nyata kepedulian Pemerintah terhadap masa depan anak bangsa #DariMBGUntukIndonesiaHebat https://t.co/SzIjqWjio9;program makan bergizi gratis merupakan wujud nyata kepedulian pemerintah terhadap masa depan anak bangsa;positif;positif
Ada datanya ga negara mana aj yg katanya pengen contoh program makan siang gratis??????;ada datanya ga negara mana aj yg katanya pengen contoh program makan siang gratis;netral;netral
MAKAN SIANG GRATIS BERGIZI. Bergizi ga mungkin keracunan. Jadi kalo dibilang impossible ya jelas aneh lah dilihat juga 0.5% itu dari berapa siswa. Itu yang kerja udah harus sesuai standar kan udah efisiensi sampe dana tambahan lain demi program ini. Kocak bgt vtuber anjir;makan siang gratis bergizi bergizi ga mungkin keracunan kalo dibilang impossible ya jelas aneh lah lihat berapa siswa kerja udah harus sesuai standar kan udah efisiensi sampe dana tambahan lain demi program kocak bgt vtuber anjir;negatif;negatif
udah coba kalo gak mampu buat ngasih makan siang gratis yang layak batalin aja programnya kenapasih;udah coba kalo gak mampu buat ngasih makan siang gratis layak batalin aja programnya kenapasih;negatif;negatif
@Taeraebon Mbakku yang bener bener lulusan UGM perawat sekarang anak tiga kok bisa bisanya tergiur program makan siang gratis yang cuma waton nyeplos saat depat capres. Gak habis pikir. Tak kiro lulusan di sama ki logikane jalan. Ternyata.;mbakku bener bener lulusan ugm perawat sekarang anak tiga kok bisa bisanya tergiur program makan siang gratis cuma waton nyeplos saat depat capres gak habis pikir tak kiro lulusan sama ki logikane jalan ternyata;negatif;negatif
@JkntolwihDongo @nnsaja1 @WagimanDeep212_ ID wartawan CNN Indonesia Diana Valencia dicabut setelah dia bertanya kepada Presiden Prabowo soal kasus keracunan siswa terkait program Makan Bergizi Gratis (MBG). Biro Pers Istana kemudian menyesal mengembalikan ID-nya dan janji tak terulang untuk jaga kebebasan pers.;id wartawan cnn indonesia diana valencia dicabut setelah dia bertanya kepada presiden prabowo soal kasus keracunan siswa terkait program makan bergizi gratis mbg biro pers istana kemudian menyesal mengembalikan idnya janji tak terulang jaga kebebasan pers;negatif;negatif
Semua masalah endonesa hilang dengan makan siang gratis;semua masalah endonesa hilang makan siang gratis;negatif;negatif
Melihat perjalanan program makan siang gratis ini lama2 saya merasa dibegoin oleh Sisa2 pejabat bekas presiden Jokowi dan pemerintahan Pak @prabowo Rasanya seperti kita yg diluar 58% dipaksa berkontribusi membiayai bansos untuk Wapres Magang mencalonkan diri sebagai Wapres di;lihat jalan program makan siang gratis lama saya merasa dibegoin oleh sisa pejabat bekas presiden jokowi pemerintahan pak rasanya seperti kita yg diluar dipaksa berkontribusi membiayai bansos wapres magang mencalonkan diri wapres;negatif;negatif
Di mana makan gratis.. bohong jangan di kebun kebunkan;mana makan gratis bohong jangan kebun kebunkan;negatif;negatif
 program makan siang gratis adalah program yang sangat berharga karena banyak menyerap tenaga kerja.. apasi anjeng bikin macet yang ada;program makan siang gratis program sangat berharga banyak menyerap tenaga kerja apasi anjeng bikin macet ada;negatif;negatif
Yang dikirim malah MBG yg bisa rusak dlm hitungan jam. https://t.co/97xcUHBgvV;kirim malah mbg yg bisa rusak dlm hitungan jam;negatif;negatif
Klo dipikir2 makan siang gratis tuh buat apa ya klo pada akhirnya pada gak bs sekolah? ;klo dipikir makan siang gratis tuh buat apa ya klo akhirnya gak bs sekolah;negatif;negatif
Program Makan Bergizi Gratis bantu kurangi stunting dan tingkatkan semangat belajar anak-anak. #GenerasiSehat #MakanBergiziGratis #IndonesiaMaju https://t.co/HBGBH7Hp7V;program makan bergizi gratis bantu kurangi stunting tingkatkan semangat ajar anakanak;positif;positif
"Ketahuilah MBG adlh program makan siang gratis di sekolah yg tdk gratis. Dibiayai uang rakyat &amp; paling mahal di dunia ? Program MBG di Indonesia senilai Rp335 T (untuk tahun 2026) memakan sekitar 1 5% dari GDP Indonesia. Angka ini sekitar 4x lipat dari angka di China. https://t.co/duXToxZiMT";ketahuilah mbg adlh program makan siang gratis sekolah yg tdk gratis dibiayai uang rakyat amp paling mahal dunia program mbg indonesia senilai rp t tahun makan sekitar gdp indonesia angka sekitar x lipat angka china;netral;netral
 Kita hitung dari semua makanan yang keluar penyimpangan atau kekurangan atau kesalahan itu adalah 0 0017% ujar Prabowo. https://t.co/bbbPDrFrTq;kita hitung semua makan keluar penyimpangan kekurangan kesalahan ujar prabowo;netral;netral
gue selalu split bill ya bgst mana ada makan gratis. mbg untukku hanya dari mak bapakku;gue selalu split bill ya bgst mana ada makan gratis mbg untukku hanya mak bapakku;netral;netral
dikira clickbait ternyata beneran tolol harus tahu berapa banyak anak yang bersedia datang ke sekolah. Ketika hadir ke sekolah maka MBG untuk anak sekolah berlanjut bilang aja biar anggaran tetep jalan dan bisa kalian makan;dikira clickbait ternyata beneran tolol harus tahu berapa banyak anak bersedia datang sekolah ketika hadir sekolah mbg anak sekolah berlanjut bilang aja biar anggaran tetep jalan bisa kalian makan;negatif;negatif
@intinyadeh Ya Allah beratkanlah hisab bagi para pemerintah dan orang-orang yg terlibat dalam program MBG ini banyak rakyat udah didzalimi dari program ini;ya allah beratkanlah hisab bagi para pemerintah orangorang yg terlibat dalam program mbg banyak rakyat udah didzalimi program;negatif;negatif
@LebakBulusLRT Lu nulis itu jangka pendek menengah panjang ga ngebuat hal itu jd nyata. Mikir bnyk hal? Emank gabisa asal bangun tanpa memperdulikan hal sekitar? MBG b aj meski dgn segala flawsny. Gw lbh milih MBG ketimbang bangun kota lain kyk JKT krn itu terlalu JKT sentris;lu nulis jangka pendek menengah panjang ga ngebuat hal jd nyata mikir bnyk hal emank gabisa asal bangun tanpa memperdulikan hal sekitar mbg b aj meski dgn segala flawsny gw lbh milih mbg ketimbang bangun kota lain kyk jkt krn terlalu jkt sentris;negatif;negatif
@andikamalreza Ini konsep makan gratis siswa hrs dipaksa prihatin dgn keadaan kah? Atau berempati sama msyrkt kurang mampu yg gabisa makan lengkap? Siswa gaboleh komentar kalo emg makanannya ga enak? Bayangin lo biasa makanan komplit 4s5s trs disuruh makan itu? Emg itu yakin bergizi?;konsep makan gratis siswa hrs dipaksa prihatin dgn keadaan kah berempati sama msyrkt kurang mampu yg gabisa makan lengkap siswa gaboleh komentar kalo emg makanannya ga enak bayangin lo biasa makan komplit ss trs disuruh makan emg yakin bergizi;negatif;negatif
Minimal minta maaf! Mbg fail bikin kebijakan fail semua kerja lu belom ada yg bener;minimal minta maaf mbg fail bikin kebijakan fail semua kerja lu belom ada yg bener;negatif;negatif
#SahabatPembelajar Bapak Presiden Prabowo Subianto bersama dengan jajaran Kabinet Merah Putih telah bekerja lebih dari 100 hari. Banyak hal yang telah dicapai selama periode tersebut mulai dari peningkatan investasi hingga program makan bergizi gratis. https://t.co/yGAzUB0Srh;bapak presiden prabowo subianto bersama jajaran kabinet merah putih telah kerja lebih hari banyak hal telah dicapai selama periode tersebut mulai peningkatan investasi hingga program makan bergizi gratis;netral;netral
Polrestabes Palembang Gelar Bakti Sosial Berbagi Makan Siang Gratis di Lokasi Aksi Unjuk Rasa Polrestabes Palembang kembali menunjukkan kepeduliannya terhadap masyarakat melalui kegiatan bakti sosial berupa pemberian makan siang gratis. https://t.co/aTCiaAm4w3;polrestabes palembang gelar bakti sosial berbagi makan siang gratis lokasi aksi unjuk rasa polrestabes palembang kembali menunjukkan kepeduliannya terhadap masyarakat melalui kegiatan bakti sosial berupa beri makan siang gratis;positif;positif
noh kemaren yg main2 pake angka kasus keracunan mbg;noh kemaren yg main pake angka kasus keracunan mbg;negatif;negatif
@volcaholic1 jangan berisik MBG nya lagi dibagikan meski libur sekolah ... #StopMBG #TetapkanSumateraBencanaNasional;jangan berisik mbg nya lagi dibagikan meski libur sekolah;negatif;negatif
@Hiugundul wah mantap nih anak2 ke sekolah dan makan gratis..;wah mantap nih anak sekolah makan gratis;negatif;negatif
Ribuan staf pendukung program Makan Siang Gratis di seluruh Indonesia ternyata belum menerima gaji selama tiga bulan. Isu ini ramai di media sosial setelah kondisi tersebut diungkap oleh akun @ursswee4bbyyy. Simak selengkapnya: https://t.co/eNfHlSN5t4 https://t.co/n5kw8ncIKW;ribuan staf pendukung program makan siang gratis seluruh indonesia ternyata belum terima gaji selama tiga bulan isu ramai media sosial setelah kondisi tersebut diungkap oleh akun simak selengkapnya;negatif;negatif
MBG itu cuma lahan buat bagi bagi duit haram ke timses dan parpol pendukungnya 02;mbg cuma lahan buat bagi bagi duit haram timses parpol pendukungnya;negatif;negatif
Udah berapa tahun dikasih MBG anaknya?? https://t.co/CbXEJGtw2Y;udah berapa tahun dikasih mbg anaknya;negatif;negatif
@BukanBuzzer007 @txtdrimedia @txtdrimedia Program Makan Bergizi Gratis (MBG) baru berjalan sekitar 10 hari jadi dampak pada tinggi badan dalam 100 hari sulit dipastikan. Nutrisi seimbang termasuk susu dapat mendukung pertumbuhan terutama pada anak kekurangan gizi tapi kenaikan signifikan membutuhkan;program makan bergizi gratis mbg baru jalan sekitar hari dampak tinggi badan dalam hari sulit dipastikan nutrisi seimbang termasuk susu dapat mendukung pertumbuhan terutama anak kekurangan gizi tapi naik signifikan membutuhkan;positif;positif
Program MBG gak ngasal banyak mekanisme dan SOP agar sesuai https://t.co/bZjXU1sPfW;program mbg gak ngasal banyak mekanisme sop agar sesuai;negatif;negatif
Angka keracunan sapi sangat rendah apalagi sampai mati keracunan hanya sekitar 10 dari 100 juta sapi artinya uanya 0 0000001© program makan siang gratis para peternak sapi indonesia bisa dikatakan berhasil;angka keracunan sapi sangat rendah apalagi sampai mati keracunan hanya sekitar juta sapi artinya uanya program makan siang gratis para peternak sapi indonesia bisa dikatakan berhasil;negatif;positif
Selamat pagi semoga kasus MBG segera berakhir... #selasa #MBG;selamat pagi semoga kasus mbg segera berakhir;netral;netral
 Sawit juga pohon Kost kostan 3jt/hari MBG gak butuh Ahli Gizi Ada yang ngalahin?;sawit pohon kost kostan jthari mbg gak butuh ahli gizi ada ngalahin;negatif;negatif
selamat 10 hari @phuwinangor nanti kita tumpengan ya kalo 20 hari kita bikin syukuran kita undang seluruh rakyat indonesia kita kasi makan siang gratis https://t.co/Sf0xM9uqIt;selamat hari nanti kita tumpengan ya kalo hari kita bikin syukuran kita undang seluruh rakyat indonesia kita kasi makan siang gratis;negatif;negatif
MAKAN BERGIZI GRATIS MENJADI FONDASI PENTING UNTUK MEMASTIKAN MEREKA TUMBUH SENAT KUAT DAN CERDAS! #MBGPAPUA https://t.co/ScB26VwmbG;makan bergizi gratis menjadi fondasi penting memastikan mereka tumbuh senat kuat cerdas;positif;positif
@grok diawal 2025 presiden terpilih meluncurkan program penghematan anggaran untuk mendanau inisiatif seperti makan bergizi gratis. sektor apa saja yabg terdampak?;diawal presiden terpilih meluncurkan program penghematan anggaran mendanau inisiatif seperti makan bergizi gratis sektor apa saja yabg terdampak;negatif;negatif
